,Ind_ID,GENDER,Car_Owner,Property_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Age_Years,Employed_Years,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
767,5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,6.0,1,0,0,0,Laborers,2,Yes
768,5148872,F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,42.0,9.0,1,0,0,0,Core staff,2,Yes
769,5117323,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33.0,2.0,1,0,0,0,Managers,2,Yes
770,5088101,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,1.0,1,0,0,0,,1,Yes
771,5023587,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,17.0,1,0,0,0,Laborers,1,Yes
772,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,1,0,1,0,Laborers,2,Yes
773,5053636,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,60.0,0.0,1,0,0,0,,1,Yes
774,5149402,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,38.0,3.0,1,0,0,0,Sales staff,3,Yes
775,5095554,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,1,0,,2,Yes
776,5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,13.0,1,0,1,0,Laborers,2,Yes
777,5010865,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,2.0,1,0,1,1,Core staff,3,Yes
778,5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,0.0,1,0,0,0,,2,Yes
779,5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,1,0,0,0,Laborers,2,Yes
780,5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,35.0,15.0,1,0,0,0,Medicine staff,2,Yes
781,5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,0.0,1,0,0,0,,1,Yes
782,5066458,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,,4.0,1,0,0,0,Laborers,1,Yes
783,5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,25.0,1,0,0,0,,2,Yes
784,5115814,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,1,0,0,0,Laborers,5,Yes
785,5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,0.0,1,0,0,0,,2,Yes
786,5010596,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,0,0,,2,Yes
787,5113472,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1.0,1,0,1,0,High skill tech staff,2,Yes
788,5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.0,4.0,1,0,1,0,Laborers,1,Yes
789,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,1,0,0,1,Cooking staff,2,Yes
790,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,2.0,1,0,0,0,,4,Yes
791,5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,1,0,0,0,Drivers,2,Yes
792,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,1,1,0,Laborers,2,Yes
793,5105535,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.0,0.0,1,0,1,0,,1,Yes
794,5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,67.0,0.0,1,0,0,0,,1,Yes
795,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,1,0,0,0,Sales staff,2,Yes
796,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,50.0,19.0,1,0,0,0,Managers,2,Yes
797,5074705,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,29.0,1,0,0,0,Laborers,1,Yes
798,5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,1,1,1,0,,3,Yes
799,5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,11.0,1,0,0,0,Core staff,4,Yes
800,5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,6.0,1,1,1,1,,3,Yes
801,5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,1,0,0,0,,2,Yes
802,5113922,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.0,0.0,1,0,0,0,,1,Yes
803,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,6.0,1,0,1,0,Core staff,2,Yes
804,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.0,3.0,1,0,0,0,Core staff,2,Yes
805,5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,3.0,1,0,0,0,Cleaning staff,4,Yes
806,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,1,0,0,0,Cleaning staff,2,Yes
807,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2,Yes
808,5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,1,0,0,0,,1,Yes
809,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,,2,Yes
810,5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,0.0,1,0,1,0,,3,Yes
811,5079017,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,1,0,0,0,Managers,4,Yes
812,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,0.0,1,0,0,0,Core staff,1,Yes
813,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,9.0,1,0,0,0,Core staff,3,Yes
814,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,39.0,7.0,1,1,1,1,Core staff,3,Yes
815,5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,56.0,0.0,1,0,1,0,,2,Yes
816,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,53.0,12.0,1,0,0,0,Sales staff,2,Yes
817,5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.0,17.0,1,0,1,0,Medicine staff,2,Yes
818,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3,Yes
819,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.0,1.0,1,1,0,1,Medicine staff,2,Yes
820,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,42.0,8.0,1,0,0,0,,2,Yes
821,5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,22.0,1,1,1,0,Drivers,2,Yes
822,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,7.0,1,0,1,0,,4,Yes
823,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,1,0,0,0,Core staff,2,Yes
824,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,1,0,1,0,Cooking staff,2,Yes
825,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,5.0,1,0,0,0,Laborers,2,Yes
826,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,1,1,1,1,,2,Yes
827,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,1,0,1,0,,1,Yes
828,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,29.0,4.0,1,1,0,0,Core staff,3,Yes
829,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39.0,7.0,1,1,0,0,Drivers,2,Yes
830,5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,1,0,1,0,,3,Yes
831,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,0,0,,1,Yes
832,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,59.0,38.0,1,0,0,0,Core staff,1,Yes
833,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,25.0,1.0,1,0,0,0,Laborers,1,Yes
834,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,0.0,1,0,0,0,Laborers,2,Yes
835,5091457,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,,18.0,1,1,1,0,Medicine staff,4,Yes
836,5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,1,0,,1,Yes
837,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,31.0,7.0,1,0,0,0,,3,Yes
838,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,8.0,1,0,0,0,Laborers,2,Yes
839,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,33.0,1,0,1,0,Laborers,2,Yes
840,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,1,0,1,0,Core staff,2,Yes
841,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,51.0,25.0,1,0,0,0,High skill tech staff,2,Yes
842,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,6.0,1,0,0,0,Core staff,2,Yes
843,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0,0,0,Managers,1,Yes
844,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,7.0,1,0,0,0,Drivers,2,Yes
845,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,2.0,1,0,0,0,,2,Yes
846,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,1,0,0,Low-skill Laborers,3,Yes
847,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,6.0,1,0,1,1,,1,Yes
848,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.0,3.0,1,1,0,0,,2,Yes
849,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.0,22.0,1,1,1,0,High skill tech staff,3,Yes
850,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,1,0,0,0,High skill tech staff,2,Yes
851,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,1,1,0,0,Sales staff,2,Yes
852,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,60.0,26.0,1,0,0,0,High skill tech staff,1,Yes
853,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,38.0,0.0,1,0,0,0,,2,Yes
854,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,3.0,1,1,1,0,Core staff,4,Yes
855,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,36.0,5.0,1,0,0,0,Cooking staff,3,Yes
856,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2,Yes
857,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.0,4.0,1,0,0,0,Managers,2,Yes
858,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.0,3.0,1,0,1,0,Accountants,2,Yes
859,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,1,0,0,0,,2,Yes
860,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1.0,1,0,1,0,Laborers,4,Yes
861,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,1,0,Secretaries,2,Yes
862,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,1,0,,1,Yes
863,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,1,0,0,1,Accountants,3,Yes
864,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,1,0,0,0,,1,Yes
865,5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,,2,Yes
866,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60.0,4.0,1,0,0,0,Core staff,1,Yes
867,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,6.0,1,0,0,0,Core staff,4,Yes
868,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,1,0,0,0,High skill tech staff,2,Yes
869,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,,2,Yes
870,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,1,0,1,1,Laborers,3,Yes
871,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,1,0,1,0,Managers,4,Yes
872,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,5.0,1,0,0,0,Managers,5,Yes
873,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,1,0,1,0,Managers,4,Yes
874,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,3.0,1,0,1,0,Cleaning staff,2,Yes
875,5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,1,0,1,0,,2,Yes
876,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,30.0,11.0,1,0,0,1,Laborers,2,Yes
877,5100352,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,,14.0,1,1,1,0,Laborers,2,Yes
878,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,9.0,1,0,0,0,Medicine staff,2,Yes
879,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.0,1.0,1,0,0,0,Accountants,1,Yes
880,5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.0,22.0,1,0,0,0,High skill tech staff,2,Yes
881,5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,27.0,1,0,0,0,,1,Yes
882,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,1,0,0,0,High skill tech staff,2,Yes
883,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,59.0,2.0,1,0,0,1,,2,Yes
884,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28.0,7.0,1,1,1,1,Managers,2,Yes
885,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,5.0,1,1,1,1,Core staff,3,Yes
886,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,3.0,1,0,0,0,,3,Yes
887,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,0,Security staff,4,Yes
888,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,6.0,1,0,0,0,Sales staff,1,Yes
889,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,1,0,1,0,High skill tech staff,3,Yes
890,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4,Yes
891,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,1,0,0,0,Laborers,2,Yes
892,5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,0.0,1,0,0,0,,2,Yes
893,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,12.0,1,0,0,0,Managers,2,Yes
894,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.0,1.0,1,1,1,0,Managers,2,Yes
895,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,1,0,0,0,,2,Yes
896,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.0,3.0,1,1,0,1,Core staff,2,Yes
897,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,18.0,1,0,0,0,,1,Yes
898,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,1,0,0,Core staff,2,Yes
899,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,3.0,1,0,1,0,Managers,1,Yes
900,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,9.0,1,1,1,1,Realty agents,3,Yes
901,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,1,0,Laborers,2,Yes
902,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,11.0,1,0,0,0,Managers,3,Yes
903,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,1,0,0,0,,2,Yes
904,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,1,0,0,Managers,2,Yes
905,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,10.0,1,0,0,0,Core staff,2,Yes
906,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,10.0,1,0,1,1,,1,Yes
907,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,34.0,3.0,1,0,0,0,Core staff,4,Yes
908,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,53.0,7.0,1,0,0,0,,1,Yes
909,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,12.0,1,0,0,0,Sales staff,1,Yes
910,5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,1,0,,2,Yes
911,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,31.0,7.0,1,0,0,1,Core staff,3,Yes
912,5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,34.0,6.0,1,1,1,0,Managers,4,Yes
913,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,42.0,20.0,1,0,0,0,Core staff,1,Yes
914,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,0.0,1,1,0,0,,4,Yes
915,5143620,F,N,Y,0,,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,1,0,,2,Yes
916,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,14.0,1,0,0,0,Laborers,3,Yes
917,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,1,1,1,0,Cleaning staff,2,Yes
918,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,53.0,6.0,1,0,1,0,Managers,2,Yes
919,5041921,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,,0.0,1,0,1,0,,2,Yes
920,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,1,0,1,Managers,3,Yes
921,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,9.0,1,1,0,0,Waiters/barmen staff,2,Yes
922,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,10.0,1,0,1,0,Managers,2,Yes
923,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,13.0,1,0,0,0,Laborers,4,Yes
924,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.0,11.0,1,1,1,0,Sales staff,3,Yes
925,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53.0,14.0,1,1,0,0,,1,Yes
926,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,8.0,1,0,0,0,Medicine staff,1,Yes
927,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,8.0,1,0,1,0,Laborers,2,Yes
928,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,5.0,1,0,1,0,Laborers,3,Yes
929,5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,60.0,0.0,1,0,0,0,,1,Yes
930,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,3.0,1,0,0,0,High skill tech staff,1,Yes
931,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,0,0,,2,Yes
932,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,3.0,1,0,0,0,Cooking staff,2,Yes
933,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,5.0,1,0,1,0,,3,Yes
934,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,6.0,1,0,0,0,,4,Yes
935,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,4.0,1,0,0,0,,4,Yes
936,5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,1,1,0,0,Laborers,2,Yes
937,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,25.0,2.0,1,0,0,0,Laborers,2,Yes
938,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,20.0,1,1,0,0,Cooking staff,2,Yes
939,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,3.0,1,1,0,0,Laborers,1,Yes
940,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.0,0.0,1,0,0,0,,1,Yes
941,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.0,6.0,1,0,0,0,Managers,2,Yes
942,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,4.0,1,0,0,0,Managers,4,Yes
943,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1.0,1,1,1,0,,2,Yes
944,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,1,0,0,0,,1,Yes
945,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,1,0,0,,2,Yes
946,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55.0,0.0,1,0,0,0,,1,Yes
947,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,42.0,14.0,1,1,1,0,Core staff,2,Yes
948,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,1,0,1,1,Laborers,3,Yes
949,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,1,1,1,0,Core staff,3,Yes
950,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,1,0,0,1,Laborers,3,Yes
951,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,19.0,1,0,0,0,Accountants,2,Yes
952,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,5.0,1,0,0,0,,2,Yes
953,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.0,6.0,1,0,0,1,Managers,3,Yes
954,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,38.0,0.0,1,0,0,0,High skill tech staff,4,Yes
955,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.0,9.0,1,0,0,0,Laborers,2,Yes
956,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,7.0,1,1,1,0,Core staff,3,Yes
957,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1.0,1,1,0,0,Sales staff,2,Yes
958,5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,1,0,0,0,Medicine staff,3,Yes
959,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,1,0,0,0,,2,Yes
960,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,1,0,0,0,,1,Yes
961,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,1,0,0,0,,2,Yes
962,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,1,0,0,0,,2,Yes
963,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,1,0,0,0,Managers,2,Yes
964,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,1,0,0,0,Sales staff,4,Yes
965,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,1,0,0,0,,2,Yes
966,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,1,0,0,0,Sales staff,4,Yes
967,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,1,0,0,0,Laborers,2,Yes
